pH,EC,N,Zn,K,S,Fe,P,OC,Cu,Mn,B
7.23,0.77,389,0.4,409,19.73,5.16,69.25,8.111214075337031,1.0933725779857102,7.099555362798422,2.5632800308895525
7.83,0.59,212,0.7,336,18.5,7.98,44.63,19.288197421492473,0.881825737943195,21.496824517109854,0.5257484499791134
7.68,0.69,306,1.28,505,33.23,6.86,13.85,0.21070534981000832,2.9216029405885737,7.3176508916377,2.7325824098739435
7.41,1.25,265,0.42,829,31.68,3.88,63.61,8.070630203418345,1.7240868609126287,19.426448949893082,1.3099580747468123
7.49,0.4,251,0.39,161,16.83,10.82,17.95,9.616231776823545,1.1075217243593873,23.187247671615705,2.6701736992972274
7.74,2.09,237,0.94,434,31.76,8.58,26.16,12.943754910216356,1.7907700709115295,6.866072028322996,1.9280233204189297
7.27,1.92,282,1.02,839,31.52,4.2,16.41,22.084549232264976,0.4978463349428879,1.961648563605813,0.8923797608510022
7.16,1.06,356,0.26,536,30.26,6.22,48.73,8.377669265346473,1.3910481851624548,4.155778921090038,0.5797149687712138
7.22,1.14,362,0.53,356,31.98,5.86,41.04,8.392181525319842,1.9248665617637173,18.829246319001978,0.8983087275812742
8.65,1.42,204,0.82,566,24.06,6.8,20.01,17.726279829822985,1.5224706471518827,26.34939948831297,0.31672804956498296
7.86,0.71,227,0.76,427,13.0,5.24,30.26,10.90800878726639,1.2672118859171702,1.499951807962259,0.4570755871075901
7.61,0.88,336,0.4,249,30.67,10.08,78.48,5.4680552682655685,3.0019757794761155,22.787932391796453,0.34886281535628794
7.43,3.96,237,0.3,195,30.41,5.94,10.77,10.913304435571371,2.669322253096356,10.65333297339711,1.2273241807266992
7.27,1.62,362,0.79,818,31.75,9.18,55.4,3.4664827870772164,1.9165794574071597,14.891741346814051,2.2557963184709386
7.52,0.72,303,1.08,543,17.87,6.02,32.32,4.3156489774987365,1.7582756682640888,28.802471494729524,0.45021860963709887
7.75,1.9,224,0.3,165,29.54,5.86,13.34,12.010989768473564,1.9085352058860314,10.364599781290266,0.419684395555647
7.52,0.54,265,0.36,589,28.46,6.38,49.76,10.112318243158693,0.6798444759197294,14.484257889390724,1.8358639006678328
7.61,0.89,375,1.06,419,10.2,9.04,43.6,21.96481703552759,1.2477535877644537,0.5326497919574393,0.6042250302318628
7.45,1.35,290,0.8,450,35.15,7.42,36.42,8.76121418888753,0.205616431370335,2.630584460949457,0.3294037051808168
7.67,0.43,321,0.46,953,12.24,5.28,21.03,13.976061571645237,1.4833498898364024,8.097894250153479,0.5205020758473942
7.99,0.26,232,0.42,519,23.31,6.48,30.78,15.211116481276775,1.6810620309959532,0.9703557189629883,2.609498652619902
7.61,1.54,370,0.24,340,26.5,6.22,24.11,0.41295751246117385,0.7573067267824041,19.61318382163047,2.3272606576622867
7.6,1.06,196,0.26,273,18.88,6.38,15.9,15.958543191199382,2.9146045221949555,13.28144524160212,1.0372181921000596
7.96,0.61,257,0.26,281,18.89,6.96,40.01,4.355059608187059,2.754702010046119,17.0422053122686,1.870065317823604
7.48,0.55,337,0.3,480,24.88,7.28,50.78,23.06958058751998,2.205879679885804,5.50485157233762,1.542880859323785
8.13,0.48,306,0.46,196,32.04,7.42,12.31,3.6530391932993993,1.6528228222825125,9.251340389297072,1.9288629672118764
7.99,0.67,405,1.2,370,28.53,5.48,68.22,10.009516557075866,2.639009637767717,20.615538028200678,1.9441723807972158
7.48,1.59,268,0.74,771,34.29,5.04,43.6,2.1398570670795882,0.4728113674027463,29.92820113294305,1.7953058815655805
7.9,0.55,364,0.38,270,15.14,6.56,16.93,23.92529461911814,2.406193697225413,1.6673741365722423,0.7944397771629716
7.75,0.6,278,0.36,290,25.44,5.8,18.98,12.102460746916696,0.4557249849228655,27.61397167121917,0.16765772130537804
7.44,0.52,311,0.24,399,15.48,5.36,17.95,14.329701913949044,2.417037241269758,17.92986030850323,1.3173643182927002
7.74,0.68,274,0.74,418,11.75,7.76,40.01,1.7031278095834168,0.8979989749764758,17.529475417081215,2.519087921746342
8.16,0.34,282,0.68,512,14.62,6.88,22.56,18.02405524254035,2.659875402383294,15.563603952567716,1.6318124335112694
7.77,0.28,146,1.04,644,13.2,9.11,10.77,5.116743674984499,2.8560433349084158,2.253583313580225,2.357399275097266
7.67,0.67,416,0.26,529,13.04,6.62,44.63,21.56349751763306,0.5259721903569888,2.886295950130003,2.7968831865729897
7.69,0.83,343,0.34,456,30.94,9.1,40.01,5.002837407519971,1.4456395228416032,18.672171854809168,0.5115807234216425
7.68,0.19,384,1.04,531,17.75,6.82,20.01,4.65743652386163,2.9642930180166673,10.642210271644396,1.9693062840318711
7.58,0.52,273,0.72,694,29.47,10.02,66.68,0.9735370615694675,1.5063837874013197,28.444410576584556,1.9210502634120679
7.13,0.5,472,0.68,388,21.8,8.1,70.28,11.38239998812898,2.620194240967617,12.669581699034097,2.7646770347088485
8.05,1.02,209,0.32,458,28.48,7.3,44.11,13.59970308497653,1.8149833598447673,4.535964259324584,2.780258025709729
7.94,0.34,243,0.76,271,17.44,5.42,25.65,1.6704364823376217,1.1897166302044335,22.18766476687789,1.9552329683585972
7.44,1.25,381,0.3,460,11.48,5.16,48.22,18.635110039010755,0.9273458176907997,9.171687188312793,0.7323768258708561
8.19,0.48,259,0.7,450,14.73,8.88,17.44,10.93360315047786,0.6854436568822357,16.34177779422354,2.2640141132404534
7.97,0.88,274,0.78,688,28.41,6.34,40.52,12.632927436929162,2.322068700736653,21.6660547442547,0.3554004104224651
7.68,0.49,384,0.72,423,29.44,7.42,12.31,10.634229651823652,1.2225636849914718,27.919158395031953,2.214730079513695
7.31,0.78,387,0.76,659,10.08,6.18,70.28,9.67823715492029,1.588037104248201,24.580786007423775,2.572141302639362
7.15,0.69,485,0.48,388,17.93,9.02,70.28,13.475403918266407,1.5325136564034632,21.002793386588447,1.1166201695608813
7.88,0.17,387,0.24,413,28.91,6.04,21.54,3.8102418777440286,1.7814275556530748,21.103869004185984,1.800553414153302
7.23,0.7,367,0.44,603,16.63,6.28,20.01,4.448082318836979,2.6261410366799383,29.329612254151154,1.2471939405872405
7.56,0.36,249,1.02,444,34.06,5.68,15.39,20.696676342223064,2.963566276699448,9.248006371667998,1.2682315517672345
7.18,0.48,310,0.76,372,14.37,5.16,21.54,22.712159544993824,1.2842217311212838,0.14435258972022902,0.9166236539384112
7.46,0.47,311,0.44,152,34.62,5.88,51.81,9.022092659086095,2.5146304417714678,8.510676339810356,2.163477752442896
7.35,0.48,392,0.26,308,11.19,5.15,26.16,6.570797688130934,2.3300664383383225,6.840664716670122,2.6438473170995542
7.81,0.43,243,0.28,226,10.92,6.14,17.95,15.491589083412475,1.7704398277648299,20.554070334171403,2.6564723714871126
7.65,2.56,278,0.86,496,33.18,8.18,29.24,9.868746689244503,2.891218130782964,19.685351316757192,0.5423963462548174
7.31,1.17,342,0.5,204,18.73,6.18,26.67,0.7067339002822421,0.6773903304982202,18.44202211174892,2.474292473052122
7.14,1.08,289,0.4,531,30.05,6.16,29.75,3.8320470770519495,0.4101441362071907,0.6117599607400248,2.095310778338857
7.82,0.22,215,0.24,155,24.83,5.94,14.88,17.2117362694528,2.5921085631793868,22.6219541019805,0.7578312259051982
7.94,0.18,263,0.94,461,19.16,7.16,25.14,15.848282211652617,1.3767089627368827,10.103854441676832,0.24570553166338016
7.22,1.92,281,0.66,864,14.03,6.78,63.61,0.7475942208332553,2.5716187428266872,20.653579500414835,0.799672456600883
7.63,0.6,240,1.08,531,18.66,7.7,28.73,5.405134670197491,2.7067543012225657,17.302707656431515,2.5776947335170104
7.25,2.7,427,0.44,142,22.74,6.4,55.91,5.622687638454906,0.2730007493038793,10.696958286468051,1.8075731427123314
7.82,0.62,196,0.72,308,31.37,7.38,13.85,16.15823657200961,2.678551755549158,4.2670608908458885,2.050110864078126
7.94,0.57,401,0.48,406,23.27,5.78,15.39,0.5710818523293033,1.403574832232407,3.0265997487322562,0.7697404890611044
7.69,0.47,218,0.76,276,32.8,6.04,11.8,2.588195109431315,1.5855671927824007,25.795601309836584,2.045511309386504
7.39,9.1,300,0.42,409,29.4,5.4,54.37,19.217994440419226,1.9259160575031062,28.479300074899328,0.13761535732706956
7.26,3.52,272,0.86,321,25.43,5.14,70.28,4.367217423098573,2.804301037719154,20.181952764549212,1.0958869143335181
7.7,1.2,386,0.24,422,11.25,5.3,33.86,15.700631977659803,0.1460101566792086,3.305079808040331,1.789839241976834
7.77,0.19,215,0.22,164,13.76,5.76,60.02,5.792568467016763,1.4871513621712042,12.528620729677755,0.46322652089404376
7.83,0.28,267,0.3,629,14.69,5.32,40.52,2.476649286948349,2.1050255843215426,22.626931891248308,2.33148986547354
7.13,1.05,307,0.88,703,30.33,5.32,60.02,5.911815364886952,2.2075313860558095,24.198667107071003,0.7086863847208955
7.52,0.74,182,0.64,507,33.96,8.66,24.62,17.362179671350255,2.1191200244037263,3.7617732425717265,1.8602958713789115
7.07,0.76,336,0.84,595,23.11,6.78,84.13,20.55114558774023,0.483894929165797,0.11094890513386282,1.1783441135079098
7.82,0.34,274,1.24,405,16.12,5.86,16.41,19.942254763151098,0.967229073929026,22.107913347251888,1.705080323518306
7.11,0.39,80,0.34,305,13.58,9.12,30.78,9.59268635788107,1.1410364894718497,11.125255876213892,0.3565635252557864
7.64,0.66,385,0.36,388,30.67,5.58,35.39,16.067234764038442,2.4470010185009494,7.97092833368806,0.1066793277836362
7.58,0.95,249,0.52,396,17.09,7.42,23.6,4.99912466043812,0.9067664261746403,0.5084028417984409,2.570397819569631
7.15,1.46,315,0.7,531,13.2,7.12,67.17,7.106230753238216,0.7073655441309052,16.799848674862726,0.8041788241974244
7.53,0.66,387,0.68,892,31.4,7.48,76.28,21.522426062654763,2.895322695781622,26.402046217308577,2.3223085276740667
7.11,0.96,274,0.78,509,31.98,9.24,60.53,0.41074597190659123,0.11596942538246388,29.69124155336024,2.8182068293032723
7.71,0.48,331,0.36,379,24.83,5.44,16.41,2.143653887421787,3.0136151071481962,17.585861524444503,0.6435502720769948
7.45,0.36,287,0.26,348,16.27,5.48,48.22,5.068481497990052,2.073086405652169,16.00171041388533,0.7918712456660615
7.52,1.04,267,0.92,958,34.7,8.84,52.83,0.7341196725842911,2.517415047385913,2.7373917477626577,1.8894930138716772
7.58,0.79,438,0.86,538,32.46,6.8,50.27,4.436306898646155,0.9532348312943459,17.064680839650908,2.7246382314977144
7.91,0.72,296,0.28,524,23.28,5.56,29.75,14.034693307175642,0.13194376356448573,11.84755374924104,2.587647601006453
7.58,0.47,183,0.56,634,21.27,5.08,22.06,10.1720467591607,2.251957689385283,18.86440882649369,1.4479364353810142
7.54,0.49,267,0.4,332,23.23,5.56,39.5,21.4348538947397,2.53404366921198,12.117756885906527,2.25450437977376
7.52,0.44,207,0.52,351,11.37,7.36,29.75,19.63690112554874,2.259595066623811,7.532839923381829,0.4346585545557269
7.6,1.47,381,0.64,616,23.94,9.02,42.06,8.269434705579235,0.5085513417914571,3.04347735180455,2.7577293884030736
8.19,0.27,192,0.62,429,20.71,9.1,15.39,6.30022005900789,2.2975438122129193,9.837830753350989,2.7216149259393227
7.6,0.8,307,0.38,367,35.01,9.4,36.42,9.174648555197678,2.342943751575388,3.095358931148668,0.5118919237465118
7.79,1.07,207,0.34,313,17.8,5.92,66.17,14.208049126103903,2.019523710913261,5.574346810952864,0.8864078244565743
7.81,0.76,698,0.46,396,23.63,8.24,26.16,6.506721015666741,2.3347196830910675,30.608813938522175,0.3364277931186767
7.98,1.25,453,1.24,735,16.2,9.4,27.19,15.017158897594301,2.568549818255755,13.828358872845449,0.8099405729589759
7.9,0.56,268,0.48,333,12.9,8.2,24.11,9.884938487370645,1.8878600547157534,16.53951886733996,2.31203797878597
7.32,1.84,196,0.42,160,24.01,5.28,21.54,13.293927622362327,0.34961181193115964,27.09607635269258,1.1041510757761162
7.29,0.91,296,0.64,344,10.66,8.78,21.03,10.523424046334068,1.518749482324928,30.863123336157347,0.30397562932505306
8.2,0.54,218,0.42,319,12.33,5.22,26.16,7.137731653051832,0.3175125505878028,18.110049340257213,1.0045424483897765
7.58,0.97,252,0.66,672,14.8,5.1,11.29,22.768034036395544,1.2841010809250224,25.20731633205446,2.768618002505933
8.18,0.59,226,0.42,704,12.18,6.42,17.44,18.350178480418283,1.2828220131380892,10.2092082417599,1.7979267229154
8.08,0.31,205,0.42,546,10.77,5.46,28.21,3.448704900818216,0.2834088433309079,9.554430845546822,1.2086042120809954
7.56,0.87,303,1.2,457,25.58,7.42,38.47,20.856384623960118,1.1120441645305745,12.549517941521964,0.5196462972524651
8.58,0.45,252,0.32,183,30.9,5.74,19.49,11.749605638163375,0.41522442945855254,20.88374934398902,2.7818479605029975
7.86,0.77,356,0.36,735,33.54,5.8,90.79,21.479798222768785,2.458129165327021,21.18290128109,2.3255432655662354
7.55,2.47,243,0.68,228,33.05,9.78,42.06,19.216540617140833,2.8667259160758993,9.847746136321534,0.8368773547645374
7.37,3.0,331,0.52,823,22.46,6.56,24.62,10.262602756814678,0.3018872725057601,4.2248545565804605,0.25338960019048284
8.16,0.28,215,1.4,359,12.19,6.64,16.41,0.6370164688508058,2.888487557364685,19.64472036221956,0.21628653836206016
7.89,0.79,301,0.84,450,28.03,6.18,87.72,6.52138888930021,1.6211494360566634,4.073985883010936,0.3922436926352733
7.91,0.26,204,0.32,155,18.03,7.68,55.91,13.045057730394719,0.9677274364048506,17.979633579204005,1.6629212907758035
7.76,1.91,295,0.4,675,15.03,5.52,31.8,15.240129453844919,0.3152058805591591,21.529809535659385,2.623387042527159
7.6,0.49,232,0.48,293,31.98,5.36,21.54,6.263515681853534,1.5568291054463244,21.75188912362461,1.431011861296517
7.85,0.71,191,1.04,257,24.35,7.78,37.96,3.4306101703404965,2.4179305453578936,23.384753498274943,2.386529531579104
7.5,1.05,323,0.44,519,31.7,7.6,22.57,20.054832659503248,2.1617633783914254,27.072627532163377,1.2906470708130695
7.26,1.2,448,0.5,531,30.03,8.18,78.48,23.627212118814896,0.23716221358944314,15.553733261792315,2.0156905863191974
7.1,0.78,359,0.7,503,22.32,7.2,81.05,12.66399535703419,0.3036023776279573,22.667397464568452,2.079968754910742
7.53,0.82,397,0.7,415,23.56,5.84,65.66,4.203134931774453,1.2704187181136268,19.236245795450696,0.5401398282932146
7.83,1.57,136,0.62,144,25.92,5.68,12.31,6.608145103812917,0.9552011475604738,5.875307740350415,1.0569563227732404
8.06,0.85,259,0.68,171,14.95,6.18,11.29,0.539537169484455,0.7708860665542202,0.9035531300160183,1.8189539520449458
7.69,0.38,309,0.3,450,15.38,6.58,78.48,21.951741476795927,0.9133431818025308,8.899483403560483,0.25512263858885065
7.62,0.8,295,0.74,234,25.62,10.42,76.43,2.914250881074373,2.444204437859872,13.795311188769062,1.05785091822576
7.65,0.47,329,0.36,627,20.54,7.08,42.58,13.87874376479066,2.812638197141332,19.172402623401194,1.5360465269360912
7.09,0.79,316,0.94,511,30.82,6.26,87.72,6.649919774424223,1.2769508949657697,26.365243719244013,2.8095796008032026
7.57,0.65,318,0.78,817,28.1,9.7,48.73,13.34485426012746,2.7449052362482163,6.172030189053457,1.3697126328379363
7.48,0.33,354,0.78,196,21.67,7.78,15.39,15.668947281609553,1.0319824046562942,3.9882330099639574,2.312316649635533
7.44,0.63,304,0.74,675,29.07,6.54,22.57,19.93082910860212,1.4859603699873096,29.87189557748198,1.252505706783865
7.78,0.52,298,0.68,320,26.4,7.48,15.9,5.033468395078416,0.7522649636008792,3.4474964391372156,2.2580383944303963
7.83,0.42,326,0.76,528,14.32,8.04,80.02,0.36280030493768345,1.966594803575223,14.890589155611073,1.7033448524714991
7.95,0.29,221,1.08,382,12.23,9.08,31.8,3.371566558644494,2.9584146674621903,18.198063582425096,2.5070034185466192
7.74,1.91,243,0.34,360,25.99,7.42,15.9,21.61044554016971,1.8582347714070997,16.83305586183077,1.1942014444863034
7.59,2.76,223,0.68,466,27.6,5.2,22.06,20.985972853744116,1.1383952664526984,2.7675333307476153,1.7278801987072816
7.19,2.13,310,0.42,552,35.29,8.48,69.25,14.378173141870366,1.9881051167522483,1.8715613735718024,1.7988515585079634
8.37,1.22,254,0.48,259,34.67,7.88,31.29,14.452352964364314,0.4501575879035856,3.368383074271392,1.2119769193693062
7.68,0.46,334,0.78,692,27.31,6.84,81.05,15.994376521655505,2.693771105177618,18.198803554825002,0.458301240577449
7.8,0.4,188,0.76,742,22.06,7.32,55.4,4.291373559100444,1.5640359757849207,16.92481357902418,0.3182239630780461
7.76,0.36,196,0.38,374,30.38,8.94,86.18,21.95444550760654,1.4065947441761515,7.330253066015031,0.10601347965498735
7.35,2.61,304,0.48,508,22.96,9.28,59.5,10.108615544920546,1.8065838301688113,19.81084324161032,2.4709545693167922
7.34,0.46,378,0.22,233,17.94,5.52,26.67,9.257010825162988,1.9206167179729494,25.44188513849901,0.712670757778797
7.76,0.7,381,0.48,320,12.97,8.08,28.73,12.502133156259816,0.30030311224368317,1.3943740696612816,0.6437586280176797
7.58,0.48,183,0.98,669,16.22,6.42,50.27,1.2224866059238155,2.090068458184569,15.497233956199029,2.091457705175941
7.58,3.59,320,0.4,388,28.45,8.76,63.09,4.074172513270297,0.7988598233245017,21.402798629852104,0.9432444721212012
7.87,1.2,350,0.56,375,30.81,5.26,20.01,17.739003432590255,2.181881213244308,7.903915427182635,1.456683351056669
8.32,1.74,288,1.08,222,28.88,6.86,16.41,2.0788881634105225,2.5000269475456967,9.617043264505375,0.5085305402209793
7.63,1.54,188,0.7,492,26.81,6.78,38.47,14.515335416246677,2.4455984271288846,19.065274823342065,2.708898191235035
7.34,2.42,191,1.2,485,21.19,8.48,47.71,5.96384372138357,1.7088278345051153,27.847221214477035,2.410364664047575
7.79,0.38,270,0.7,348,33.18,6.48,72.33,9.40416517560324,1.6140977844705011,25.12856534315656,2.444059359383409
7.62,1.58,221,1.28,536,32.51,8.8,82.59,6.999780308819727,0.5086265667244764,18.122892467986134,1.1826955460587343
7.55,1.48,257,1.04,508,34.57,5.68,26.16,8.600577923512283,2.361764220681187,22.666548861521427,2.1641169498317967
7.26,0.25,389,0.26,444,10.97,6.6,49.24,17.285197133903466,0.8852294847088731,11.379366104718901,0.4570981888757932
7.63,0.63,185,0.76,296,23.05,5.28,44.63,7.201209003393882,1.5453175888565835,19.909425162970628,0.08378844715331357
7.96,0.52,277,0.74,405,29.02,6.48,69.25,13.637070903095841,0.9229230922776239,14.510349349930234,0.11512529391535761
7.14,0.39,444,0.24,402,22.89,7.9,40.01,11.477604612558482,0.48211710358910087,5.977127255174057,1.6790207952365868
7.86,1.5,398,0.78,571,21.83,9.2,69.76,15.961740852167289,1.9346040518927883,21.786695280068475,1.3168899384843165
7.68,0.64,249,0.78,323,14.8,8.48,84.64,22.490230769861718,0.24919286203110821,17.299192647705112,1.4897223629875145
7.77,0.86,384,0.48,437,32.29,7.48,51.81,17.608473123324984,2.2835305359897657,11.187820666546438,0.08059826755152555
8.11,0.58,196,0.58,278,10.91,5.8,31.29,5.237075048319086,1.0205293101150719,28.2612675815289,1.226615070254495
7.74,0.69,260,0.84,656,20.08,5.78,55.91,0.8452769279647037,0.09039465050314198,0.7566548996677906,2.0418681249143757
8.04,0.26,368,1.08,288,34.6,7.42,55.91,6.3681106587658185,1.5876083779650836,9.864232642096932,1.281834617430123
7.22,3.18,285,0.6,540,32.32,7.01,28.21,14.322362543736089,0.22727609198587717,1.8670663773515024,2.0809250094217333
7.89,0.38,316,0.46,461,20.0,10.42,73.87,1.3290769422735833,0.8991768044152355,23.788028798086064,0.703132341735264
7.52,0.73,298,1.4,437,11.01,6.6,64.12,11.963153308109547,2.1614411082452483,21.798099257575053,2.304271932369562
7.51,1.42,282,0.74,802,25.43,6.86,77.46,14.36454408911365,0.273680591352067,10.345470036764834,1.6840702236515284
7.86,0.43,207,0.77,536,25.92,9.24,25.14,8.088428990525363,2.549261782603087,20.981227049176486,0.6417061544265412
7.34,3.33,256,0.4,206,22.26,6.86,40.51,18.524801669525143,0.10119237338964851,12.340500917192891,0.7133485133565789
7.89,0.44,354,1.2,585,34.98,7.48,52.33,2.647698249897146,0.8131939367615736,23.470679617038996,1.7933640822119221
7.68,2.6,279,0.42,590,27.72,6.98,73.88,1.8957929834858294,2.2608488845255694,14.13973334193685,2.3506332772663434
8.06,0.51,180,0.42,157,24.3,6.66,15.9,17.50371127326612,1.016671538706869,12.845320792720148,1.2071326784004683
7.54,1.1,205,0.58,749,21.12,7.86,28.21,11.942242457328142,0.38854469703341965,28.98380708943362,0.7729091843921545
7.13,3.41,199,0.38,532,33.48,5.46,21.54,16.552817274622893,1.1454853820852537,7.85965539562373,2.452952035073257
7.94,0.66,252,1.04,290,31.88,5.48,18.47,10.492373392629533,0.8822523291066598,3.830618332493906,1.9071804852323042
8.14,0.42,190,0.56,227,18.1,6.12,14.36,5.989008594414652,2.5591458733304258,18.166536768584663,1.296715944901291
7.44,1.03,237,0.2,138,29.82,8.86,77.97,19.676545392413374,1.0081093985244693,30.052350781458287,1.406604538970873
7.79,0.8,256,0.88,349,30.94,5.16,30.26,19.206039507358604,2.401572142303701,11.781453312032795,0.6237478515044541
7.61,0.8,188,0.78,546,20.41,8.68,35.91,16.7032456534208,2.7031853842954527,2.026315628493061,1.7899752589789693
7.18,1.06,381,0.42,750,21.53,7.16,25.65,6.604268779796108,1.3610850393592318,10.591139707192538,1.0501293290983726
7.71,0.67,215,0.58,453,18.89,8.42,36.93,14.20651293817118,2.7561334114933684,15.738228801931161,2.8079806876212037
8.03,0.76,235,0.48,127,30.9,8.8,16.41,8.727276136866639,1.1955418981121553,5.111801674869082,1.3853065021228104
8.19,0.38,252,0.32,156,14.83,7.44,58.99,2.288811552506556,2.914749760316017,20.43877751576504,1.4010442730833323
7.75,0.69,243,0.6,504,12.87,9.2,40.52,22.023794453547602,0.3516183068599287,30.930478626525097,1.6217509332534543
7.5,0.64,339,0.34,759,23.64,5.78,76.43,3.3699652789631775,2.102966450854501,14.064232413066799,2.590246568607741
7.75,1.28,298,0.8,360,22.65,7.42,23.6,22.810672756317178,1.536875138538801,11.067565117396269,2.2702579556129105
8.24,0.45,185,1.1,368,19.34,7.32,19.36,10.75953797369514,1.225810999985046,12.487751713516674,1.3051189926420423
7.99,1.78,212,0.78,478,13.36,6.36,16.93,4.524676999243009,1.9438458047334009,3.666865450627763,2.0436099740849167
7.89,0.45,194,0.64,441,12.0,10.6,18.47,13.051432642342759,2.1523012784885904,27.394321548056052,1.6780099766349021
7.84,2.53,194,0.76,676,22.14,8.8,87.2,20.96340547744616,0.10278438007540562,12.923964499054563,1.418933054415447
7.14,0.51,204,0.94,659,27.79,7.8,51.41,17.600174785188514,0.5791725500292922,12.072906568913348,0.5907915328848075
7.38,1.62,249,0.52,192,29.87,8.16,28.21,19.376811433888648,2.1792249283585536,20.487832530822352,1.340464087135499
7.25,0.48,218,0.82,445,22.28,8.18,16.93,15.844922464386144,2.042509261784145,13.764412372562406,0.7384593001823059
7.53,1.3,257,0.74,974,30.79,6.16,61.04,16.645409891976673,2.9205191900270244,20.133931851474365,2.584964333590567
7.18,0.46,209,0.92,542,26.7,6.26,14.88,20.39577607241113,2.319840725434794,2.008075902140026,0.9857228052499174
7.46,0.68,188,0.68,419,31.22,8.02,48.73,6.067065411734544,2.8757640336528203,25.245914087579607,2.6882486801121073
7.66,1.05,224,0.54,666,30.28,5.16,23.08,11.797256631071056,2.1484436694969844,29.162167104444745,1.5312326006614028
7.81,0.89,210,0.88,474,27.84,9.78,40.01,5.386905659488493,0.9632929713135684,20.150362778463432,1.8030624851462025
7.2,0.44,256,0.92,457,23.03,4.8,36.93,23.705265391119863,0.39871922219500944,29.596541542448666,1.5585156267905447
7.65,0.57,364,1.22,442,24.21,6.46,29.24,22.663018218510057,2.3807439196006612,4.787744190888167,0.4170905028280944
7.64,0.55,299,0.78,659,33.58,5.8,65.15,1.0423007917072908,1.9773572189244337,14.857386093048126,1.097266564461917
7.99,0.37,184,1.08,429,11.32,7.42,35.39,16.963246623124956,0.23118501631235797,18.699810011574865,0.33364326988624204
7.74,1.67,251,0.7,762,34.27,6.16,70.79,22.213434786234412,1.1449478650898666,18.079845038840457,1.7793531619461336
8.07,0.52,298,0.68,312,33.1,8.44,26.16,4.415750748543271,2.8934234593689583,12.511154356060546,1.2933727787532114
7.04,0.59,176,0.84,296,16.55,5.32,38.98,13.673891010207843,1.5561753569308898,10.553427405323815,2.2072385215357855
7.91,0.35,315,1.04,469,18.1,4.78,84.13,21.9801703123542,1.3578963685377348,4.027594056582437,0.6684985275582607
7.32,0.5,207,0.64,406,12.93,9.2,19.49,0.9113088882005922,1.4310598431167314,12.210924297868774,0.5142023212649643
7.21,3.54,353,0.44,469,26.8,6.12,69.76,16.768344387199473,0.7020263813351297,5.134592578608436,1.181476957459999
7.03,0.37,210,0.55,618,17.82,3.22,16.41,7.206641276203962,1.17031201063385,22.794555746844626,2.617375657682732
7.54,1.2,263,0.58,540,26.76,5.16,47.71,22.193069069499078,1.1735528400424275,6.560787597427884,2.0207642094342564
7.45,1.66,459,0.96,478,34.02,6.16,17.93,23.308292059452288,0.24340020914929414,1.9190822802392509,1.2162292044284555
7.58,0.68,198,0.46,496,31.05,8.18,15.39,22.66796908981107,2.3389731515575005,17.172589997174367,1.4876711885218972
7.38,0.75,224,0.52,454,13.79,5.16,16.41,11.433719778113383,1.3103579854783656,18.496646443702314,0.2924279108487914
7.54,1.32,336,0.48,462,33.16,8.32,66.68,20.70281935864459,2.49898706837212,27.043394462954815,2.777429473998072
7.24,0.23,426,0.68,215,10.82,6.16,24.11,20.284730624988182,2.5815196432812937,17.932962007582194,1.8992841609579763
7.58,0.65,243,0.4,637,27.06,10.14,27.7,7.726501310513809,0.7111425802670681,10.781903571517239,0.8477152289590459
7.17,0.62,172,0.61,445,18.15,6.06,14.88,19.91107983220119,2.016045702758477,24.91503702034804,1.6768311680340744
7.08,0.43,216,0.58,612,30.03,7.42,18.47,0.9844824697002735,1.4737856861975365,16.799215010559436,0.36217133035042337
7.97,0.38,223,1.06,417,23.86,5.22,17.44,14.350850095721066,2.668859242109951,2.558967992257513,2.7257092059089305
7.63,0.85,303,0.3,216,21.32,5.04,43.09,5.597211211176102,0.7221201899870106,17.589123808076188,0.5424065665580899
7.53,0.25,172,1.18,431,17.18,6.84,18.47,2.9815485700769635,2.0759926769084296,28.15869286807515,1.848563677832391
7.26,0.54,229,0.66,474,13.48,4.52,16.41,1.9391815189380988,1.8707137182004774,12.352097001640033,0.7374543166074479
7.13,0.54,309,0.72,336,12.34,8.42,32.83,16.74130174348754,0.9552333292854701,9.263504020684824,2.0404694161099584
7.34,0.69,356,0.64,645,17.46,6.46,40.01,8.22301163405678,0.49024064769793574,4.54177152728664,2.2040269735831757
7.12,0.26,252,0.56,177,30.34,6.4,33.34,17.421925839537398,1.9993044981984205,4.788152172583188,1.918638451795554
7.46,0.41,201,0.86,453,25.61,4.32,18.47,1.6620165450947226,2.254090552327729,13.478311151318785,1.7560185103043313
7.84,1.16,216,0.84,769,19.27,6.16,61.04,7.635439074151586,1.0147881172266155,18.510549768349648,2.523214699307552
7.51,0.64,191,0.42,487,22.21,7.6,63.09,12.993841887770559,1.9793595297853797,2.600209865688998,0.27700972233173216
7.08,0.35,183,0.63,703,17.9,5.34,20.01,18.99828363965123,1.2477335593017047,29.133273714987368,0.9733247535533387
7.49,0.46,466,0.36,438,12.08,8.2,33.34,7.71818482007647,2.17969616801807,23.4360774428821,0.7452734437811348
7.72,0.79,180,0.68,305,33.92,5.88,23.08,15.058803896844516,0.6737007554395756,18.23081283578234,2.7869185353005634
7.68,0.47,243,1.3,371,26.13,6.04,24.11,21.274868182844873,2.698329957723991,25.700470545305425,1.1347157918805708
